0	0	0	68	31
0	0	1	67	31
0	0	2	66	31
0	0	3	65	31
0	0	4	68	30
0	0	5	67	30
0	0	6	66	30
0	0	7	65	30
0	0	8	68	29
0	0	9	67	29
0	0	10	66	29
0	0	11	65	29
0	0	12	68	28
0	0	13	67	28
0	0	14	66	28
0	0	15	65	28
0	0	16	68	27
0	0	17	67	27
0	0	18	66	27
0	0	19	65	27
0	0	20	68	26
0	0	21	67	26
0	0	22	66	26
0	0	23	65	26
0	0	24	68	25
0	0	25	67	25
0	0	26	66	25
0	0	27	65	25
0	0	28	68	24
0	0	29	67	24
0	0	30	66	24
0	0	31	65	24
0	0	32	68	23
0	0	33	67	23
0	0	34	66	23
0	0	35	65	23
0	0	36	68	22
0	0	37	67	22
0	0	38	66	22
0	0	39	65	22
0	0	40	68	21
0	0	41	67	21
0	0	42	66	21
0	0	43	65	21
0	0	44	68	20
0	0	45	67	20
0	0	46	66	20
0	0	47	65	20
0	0	48	68	19
0	0	49	67	19
0	0	50	66	19
0	0	51	65	19
0	0	52	68	18
0	0	53	67	18
0	0	54	66	18
0	0	55	65	18
0	0	56	68	17
0	0	57	67	17
0	0	58	66	17
0	0	59	65	17
0	0	60	68	16
0	0	61	67	16
0	0	62	66	16
0	0	63	65	16
0	1	0	68	63
0	1	1	67	63
0	1	2	66	63
0	1	3	65	63
0	1	4	68	62
0	1	5	67	62
0	1	6	66	62
0	1	7	65	62
0	1	8	68	61
0	1	9	67	61
0	1	10	66	61
0	1	11	65	61
0	1	12	68	60
0	1	13	67	60
0	1	14	66	60
0	1	15	65	60
0	1	16	68	59
0	1	17	67	59
0	1	18	66	59
0	1	19	65	59
0	1	20	68	58
0	1	21	67	58
0	1	22	66	58
0	1	23	65	58
0	1	24	68	57
0	1	25	67	57
0	1	26	66	57
0	1	27	65	57
0	1	28	68	56
0	1	29	67	56
0	1	30	66	56
0	1	31	65	56
0	1	32	68	55
0	1	33	67	55
0	1	34	66	55
0	1	35	65	55
0	1	36	68	54
0	1	37	67	54
0	1	38	66	54
0	1	39	65	54
0	1	40	68	53
0	1	41	67	53
0	1	42	66	53
0	1	43	65	53
0	1	44	68	52
0	1	45	67	52
0	1	46	66	52
0	1	47	65	52
0	1	48	68	51
0	1	49	67	51
0	1	50	66	51
0	1	51	65	51
0	1	52	68	50
0	1	53	67	50
0	1	54	66	50
0	1	55	65	50
0	1	56	68	49
0	1	57	67	49
0	1	58	66	49
0	1	59	65	49
0	1	60	68	48
0	1	61	67	48
0	1	62	66	48
0	1	63	65	48
0	2	0	65	95
0	2	1	66	95
0	2	2	67	95
0	2	3	68	95
0	2	4	65	94
0	2	5	66	94
0	2	6	67	94
0	2	7	68	94
0	2	8	65	93
0	2	9	66	93
0	2	10	67	93
0	2	11	68	93
0	2	12	65	92
0	2	13	66	92
0	2	14	67	92
0	2	15	68	92
0	2	16	65	91
0	2	17	66	91
0	2	18	67	91
0	2	19	68	91
0	2	20	65	90
0	2	21	66	90
0	2	22	67	90
0	2	23	68	90
0	2	24	65	89
0	2	25	66	89
0	2	26	67	89
0	2	27	68	89
0	2	28	65	88
0	2	29	66	88
0	2	30	67	88
0	2	31	68	88
0	2	32	65	87
0	2	33	66	87
0	2	34	67	87
0	2	35	68	87
0	2	36	65	86
0	2	37	66	86
0	2	38	67	86
0	2	39	68	86
0	2	40	65	85
0	2	41	66	85
0	2	42	67	85
0	2	43	68	85
0	2	44	65	84
0	2	45	66	84
0	2	46	67	84
0	2	47	68	84
0	2	48	65	83
0	2	49	66	83
0	2	50	67	83
0	2	51	68	83
0	2	52	65	82
0	2	53	66	82
0	2	54	67	82
0	2	55	68	82
0	2	56	65	81
0	2	57	66	81
0	2	58	67	81
0	2	59	68	81
0	2	60	65	80
0	2	61	66	80
0	2	62	67	80
0	2	63	68	80
0	3	0	65	127
0	3	1	66	127
0	3	2	67	127
0	3	3	68	127
0	3	4	65	126
0	3	5	66	126
0	3	6	67	126
0	3	7	68	126
0	3	8	65	125
0	3	9	66	125
0	3	10	67	125
0	3	11	68	125
0	3	12	65	124
0	3	13	66	124
0	3	14	67	124
0	3	15	68	124
0	3	16	65	123
0	3	17	66	123
0	3	18	67	123
0	3	19	68	123
0	3	20	65	122
0	3	21	66	122
0	3	22	67	122
0	3	23	68	122
0	3	24	65	121
0	3	25	66	121
0	3	26	67	121
0	3	27	68	121
0	3	28	65	120
0	3	29	66	120
0	3	30	67	120
0	3	31	68	120
0	3	32	65	119
0	3	33	66	119
0	3	34	67	119
0	3	35	68	119
0	3	36	65	118
0	3	37	66	118
0	3	38	67	118
0	3	39	68	118
0	3	40	65	117
0	3	41	66	117
0	3	42	67	117
0	3	43	68	117
0	3	44	65	116
0	3	45	66	116
0	3	46	67	116
0	3	47	68	116
0	3	48	65	115
0	3	49	66	115
0	3	50	67	115
0	3	51	68	115
0	3	52	65	114
0	3	53	66	114
0	3	54	67	114
0	3	55	68	114
0	3	56	65	113
0	3	57	66	113
0	3	58	67	113
0	3	59	68	113
0	3	60	65	112
0	3	61	66	112
0	3	62	67	112
0	3	63	68	112
1	0	0	65	15
1	0	1	66	15
1	0	2	67	15
1	0	3	68	15
1	0	4	65	14
1	0	5	66	14
1	0	6	67	14
1	0	7	68	14
1	0	8	65	13
1	0	9	66	13
1	0	10	67	13
1	0	11	68	13
1	0	12	65	12
1	0	13	66	12
1	0	14	67	12
1	0	15	68	12
1	0	16	65	11
1	0	17	66	11
1	0	18	67	11
1	0	19	68	11
1	0	20	65	10
1	0	21	66	10
1	0	22	67	10
1	0	23	68	10
1	0	24	65	9
1	0	25	66	9
1	0	26	67	9
1	0	27	68	9
1	0	28	65	8
1	0	29	66	8
1	0	30	67	8
1	0	31	68	8
1	0	32	65	7
1	0	33	66	7
1	0	34	67	7
1	0	35	68	7
1	0	36	65	6
1	0	37	66	6
1	0	38	67	6
1	0	39	68	6
1	0	40	65	5
1	0	41	66	5
1	0	42	67	5
1	0	43	68	5
1	0	44	65	4
1	0	45	66	4
1	0	46	67	4
1	0	47	68	4
1	0	48	65	3
