0	0	0	4	1	4
0	0	1	4	1	2
0	0	2	4	1	1
0	0	3	4	1	3
0	0	4	4	0	1
0	0	5	4	0	3
0	0	6	4	0	4
0	0	7	4	0	2
0	0	8	3	1	4
0	0	9	3	1	2
0	0	10	3	1	1
0	0	12	3	1	3
0	0	13	3	0	1
0	0	14	3	0	3
0	0	15	3	0	4
0	0	16	3	0	2
0	0	17	2	1	0
0	0	18	2	1	0
0	0	19	2	1	0
0	0	20	2	1	0
0	0	26	1	1	4
0	0	27	1	1	2
0	0	28	1	1	1
0	0	29	1	1	3
0	0	30	1	0	1
0	0	31	1	0	3
0	0	32	1	0	4
0	0	33	1	0	2
0	0	34	0	1	2
0	0	35	0	1	4
0	0	36	0	1	3
0	0	37	0	1	1
0	0	38	0	0	3
0	0	39	0	0	1
0	0	40	0	0	2
0	0	41	0	0	4
0	1	0	4	1	0
0	1	1	4	0	0
0	1	2	3	1	0
0	1	3	3	0	0
0	1	4	2	1	0
0	1	6	1	1	0
0	1	7	1	0	0
0	1	8	0	1	0
0	1	9	0	0	0
