0	0	17	1	101	1
0	0	18	1	101	2
0	0	19	1	101	3
0	0	20	1	101	4
0	0	21	1	102	1
0	0	23	1	102	2
0	0	24	1	102	3
0	0	25	1	102	4
0	0	26	1	103	1
0	0	27	1	103	2
0	0	28	1	103	3
0	0	29	1	103	4
0	0	30	1	104	1
0	0	31	1	104	2
0	0	32	1	104	3
0	0	33	1	104	4
0	0	34	1	105	1
0	0	35	1	105	2
0	0	36	1	105	3
0	0	37	1	105	4
0	0	38	1	106	1
0	0	39	1	106	2
0	0	40	1	106	3
0	0	41	1	106	4
0	0	42	1	107	1
0	0	43	1	107	2
0	0	44	1	107	3
0	0	46	1	107	4
0	0	47	1	108	1
0	0	48	1	108	2
0	0	49	1	108	3
0	0	50	1	108	4
0	1	0	0	101	1
0	1	1	0	101	2
0	1	2	0	101	3
0	1	3	0	101	4
0	1	4	0	101	5
0	1	5	0	101	6
0	1	6	0	101	7
0	1	7	0	101	8
0	1	8	0	101	9
0	1	9	0	101	10
0	1	10	0	101	11
0	1	12	0	101	12
0	1	13	0	101	13
0	1	14	0	101	14
0	1	15	0	101	15
0	1	16	0	101	16
0	1	17	0	102	1
0	1	18	0	102	2
0	1	19	0	102	3
0	1	20	0	102	4
0	1	21	0	102	5
0	1	23	0	102	6
0	1	24	0	102	7
0	1	25	0	102	8
0	1	26	0	102	9
0	1	27	0	102	10
0	1	28	0	102	11
0	1	29	0	102	12
0	1	30	0	102	13
0	1	31	0	102	14
0	1	32	0	102	15
0	1	33	0	102	16
0	1	34	0	103	1
0	1	35	0	103	2
0	1	36	0	103	3
0	1	37	0	103	4
0	1	38	0	103	5
0	1	39	0	103	6
0	1	40	0	103	7
0	1	41	0	103	8
0	1	42	0	103	9
0	1	43	0	103	10
0	1	44	0	103	11
0	1	46	0	103	12
0	1	47	0	103	13
0	1	48	0	103	14
0	1	49	0	103	15
0	1	50	0	103	16
0	1	51	0	104	1
0	1	52	0	104	2
0	1	53	0	104	3
0	1	54	0	104	4
0	1	55	0	104	5
0	1	57	0	104	6
0	1	58	0	104	7
0	1	59	0	104	8
0	1	60	0	104	9
0	1	61	0	104	10
0	1	62	0	104	11
0	1	63	0	104	12
0	1	64	0	104	13
0	1	65	0	104	14
0	1	66	0	104	15
0	1	67	0	104	16
0	2	0	0	105	1
0	2	1	0	105	2
0	2	2	0	105	3
0	2	3	0	105	4
0	2	4	0	105	5
0	2	5	0	105	6
0	2	6	0	105	7
0	2	7	0	105	8
0	2	8	0	105	9
0	2	9	0	105	10
0	2	10	0	105	11
0	2	12	0	105	12
0	2	13	0	105	13
0	2	14	0	105	14
0	2	15	0	105	15
0	2	16	0	105	16
0	2	17	0	106	1
0	2	18	0	106	2
0	2	19	0	106	3
0	2	20	0	106	4
0	2	21	0	106	5
0	2	23	0	106	6
0	2	24	0	106	7
0	2	25	0	106	8
0	2	26	0	106	9
0	2	27	0	106	10
0	2	28	0	106	11
0	2	29	0	106	12
0	2	30	0	106	13
0	2	31	0	106	14
0	2	32	0	106	15
0	2	33	0	106	16
0	2	34	0	107	1
0	2	35	0	107	2
0	2	36	0	107	3
0	2	37	0	107	4
0	2	38	0	107	5
0	2	39	0	107	6
0	2	40	0	107	7
0	2	41	0	107	8
0	2	42	0	107	9
0	2	43	0	107	10
0	2	44	0	107	11
0	2	46	0	107	12
0	2	47	0	107	13
0	2	48	0	107	14
0	2	49	0	107	15
