-119.129	-119.964	-118.294
-117.415	-118.25	-116.58
-115.701	-116.536	-114.866
-113.987	-114.822	-113.152
-112.273	-113.108	-111.438
-110.559	-111.394	-109.724
-108.845	-109.68	-108.01
-107.131	-107.966	-106.296
-105.417	-106.252	-104.582
-103.703	-104.538	-102.868
-101.989	-102.824	-101.154
-100.275	-101.11	-99.44
-98.561	-99.396	-97.726
-96.847	-97.682	-96.012
-95.133	-95.968	-94.298
-93.419	-94.254	-92.584
-91.705	-92.54	-90.87
-89.991	-90.826	-89.156
-88.277	-89.112	-87.442
-86.563	-87.398	-85.728
-84.849	-85.684	-84.014
-83.135	-83.97	-82.3
-81.421	-82.256	-80.586
-79.707	-80.542	-78.872
-77.993	-78.828	-77.158
-76.279	-77.114	-75.444
-74.565	-75.4	-73.73
-72.851	-73.686	-72.016
-71.137	-71.972	-70.302
-69.423	-70.258	-68.588
-67.709	-68.544	-66.874
-65.995	-66.83	-65.16
-64.281	-65.116	-63.446
-62.567	-63.402	-61.732
-60.853	-61.688	-60.018
-59.139	-59.974	-58.304
-57.425	-58.26	-56.59
-55.711	-56.546	-54.876
-53.997	-54.832	-53.162
-52.283	-53.118	-51.448
-50.569	-51.404	-49.734
-48.855	-49.69	-48.02
-47.141	-47.976	-46.306
-45.427	-46.262	-44.592
-43.713	-44.548	-42.878
-41.999	-42.834	-41.164
-40.285	-41.12	-39.45
-38.571	-39.406	-37.736
-36.857	-37.692	-36.022
-35.143	-35.978	-34.308
-33.429	-34.264	-32.594
-31.715	-32.55	-30.88
-30.001	-30.836	-29.166
-28.287	-29.122	-27.452
-26.573	-27.408	-25.738
-24.859	-25.694	-24.024
-23.145	-23.98	-22.31
-21.431	-22.266	-20.596
-19.717	-20.552	-18.882
-18.003	-18.838	-17.168
-16.289	-17.124	-15.454
-14.575	-15.41	-13.74
-12.861	-13.696	-12.026
-11.147	-11.982	-10.312
-8.575	-10.285	-6.865
-5.145	-6.855	-3.435
-1.715	-3.425	-0.005
1.715	0.005	3.425
5.145	3.435	6.855
8.575	6.865	10.285
11.147	10.312	11.982
12.861	12.026	13.696
14.575	13.74	15.41
16.289	15.454	17.124
18.003	17.168	18.838
19.717	18.882	20.552
21.431	20.596	22.266
23.145	22.31	23.98
24.859	24.024	25.694
26.573	25.738	27.408
28.287	27.452	29.122
30.001	29.166	30.836
31.715	30.88	32.55
33.429	32.594	34.264
35.143	34.308	35.978
36.857	36.022	37.692
38.571	37.736	39.406
40.285	39.45	41.12
41.999	41.164	42.834
43.713	42.878	44.548
45.427	44.592	46.262
47.141	46.306	47.976
48.855	48.02	49.69
50.569	49.734	51.404
52.283	51.448	53.118
53.997	53.162	54.832
55.711	54.876	56.546
57.425	56.59	58.26
59.139	58.304	59.974
60.853	60.018	61.688
62.567	61.732	63.402
64.281	63.446	65.116
65.995	65.16	66.83
67.709	66.874	68.544
69.423	68.588	70.258
71.137	70.302	71.972
72.851	72.016	73.686
74.565	73.73	75.4
76.279	75.444	77.114
77.993	77.158	78.828
79.707	78.872	80.542
81.421	80.586	82.256
83.135	82.3	83.97
84.849	84.014	85.684
86.563	85.728	87.398
88.277	87.442	89.112
89.991	89.156	90.826
91.705	90.87	92.54
93.419	92.584	94.254
95.133	94.298	95.968
96.847	96.012	97.682
98.561	97.726	99.396
100.275	99.44	101.11
101.989	101.154	102.824
103.703	102.868	104.538
105.417	104.582	106.252
107.131	106.296	107.966
108.845	108.01	109.68
110.559	109.724	111.394
112.273	111.438	113.108
113.987	113.152	114.822
115.701	114.866	116.536
117.415	116.58	118.25
119.129	118.294	119.964
